USER_ID,PRODUCT_ID,GENDER,AGE,OCCUPATION,CITY_CATEGORY,STAY_IN_CURRENT_CITY_YEARS,MARITAL_STATUS,PURCHASE
1005312,P00202342,M,26-35,1,A,1,0,12889
1005326,P00115842,M,26-35,2,A,1,1,12556
1005326,P00300042,M,26-35,2,A,1,1,12309
1006018,P00298442,M,36-45,1,C,3,0,20805
1000398,P00250342,M,26-35,17,B,3,1,8412
1000412,P00261542,M,36-45,15,A,1,1,20751
1000414,P00174842,M,26-35,0,C,4+,0,7843
1005680,P00061442,M,51-55,20,A,4+,1,13215
1005680,P00246842,M,51-55,20,A,4+,1,13068
1005686,P00047742,M,55+,16,A,1,1,4402
1006036,P00288742,F,26-35,15,B,4+,1,12563
1000424,P00298442,M,26-35,17,A,3,0,16157
1000424,P00199842,M,26-35,17,A,3,0,16256
1000426,P00263542,M,18-25,4,A,1,1,8213
1005352,P00200342,F,36-45,5,C,1,1,16164
1005364,P00124642,F,26-35,3,A,3,0,16737
1005714,P00288742,M,36-45,2,B,1,0,16437
1000026,P00359142,M,26-35,7,B,2,1,12315
1000032,P00288642,F,26-35,0,C,3,1,16764
1000044,P00255842,M,46-50,17,B,3,1,20964
1000456,P00124642,M,36-45,0,A,0,0,16294
1005376,P00288642,M,26-35,17,B,1,1,12784
1005726,P00285242,M,26-35,1,C,0,0,10520
1000068,P00255842,M,18-25,4,A,0,0,16815
1004310,P00231242,M,26-35,4,C,2,1,16348
1004312,P00327342,M,26-35,18,A,0,1,20914
1004312,P00064142,M,26-35,18,A,0,1,12158
1004312,P00231242,M,26-35,18,A,0,1,12387
1003672,P00288742,M,36-45,5,C,4+,0,8466
1003680,P00355642,F,26-35,1,C,1,0,12441
1004328,P00331842,M,51-55,3,C,1,1,16521
1004338,P00279442,F,18-25,5,C,0,0,16451
1004342,P00327342,M,26-35,0,C,2,1,16392
1004680,P00018542,M,36-45,0,B,3,1,8270
1004680,P00344542,M,36-45,0,B,3,1,12765
1004682,P00255842,M,26-35,7,B,3,1,16656
1004016,P00288642,M,51-55,0,B,1,0,20887
1004362,P00263442,M,26-35,17,B,4+,0,12244
1004708,P00200342,M,26-35,0,B,3,0,16517
1003718,P00288742,M,51-55,17,C,1,0,4159
1004022,P00348742,M,36-45,14,B,1,1,12861
1004024,P00298442,M,26-35,5,B,3,1,12372
1004024,P00124642,M,26-35,5,B,3,1,16704
1004032,P00002342,M,26-35,12,B,1,0,20202
1004378,P00327342,M,18-25,17,B,4+,0,12290
1004380,P00124642,F,26-35,1,C,1,0,16698
1004380,P00279442,F,26-35,1,C,1,0,20894
1004384,P00047742,M,26-35,0,B,0,1,20919
1004732,P00288742,M,26-35,14,B,2,1,12846
1003736,P00255842,M,36-45,1,C,1,1,20501
1004386,P00344542,M,26-35,5,B,1,0,12628
1004404,P00255842,M,26-35,1,B,1,0,20336
1004802,P00259942,M,55+,1,B,3,1,12430
1004802,P00339442,M,55+,1,B,3,1,20749
1003762,P00286142,M,51-55,6,B,0,1,12793
1003762,P00344542,M,51-55,6,B,0,1,8514
1004054,P00246942,M,36-45,3,B,1,0,10240
1004062,P00017842,M,26-35,7,C,1,0,16595
1004408,P00200042,F,46-50,2,B,1,1,8426
1004416,P00054842,M,18-25,4,A,3,1,20890
1004742,P00288642,M,26-35,3,A,2,0,16910
1004064,P00288642,M,46-50,0,A,1,1,12882
1004066,P00255842,M,26-35,0,C,2,0,20227
1004428,P00298442,M,26-35,14,C,3,1,20415
1004434,P00288742,F,36-45,7,A,1,0,16319
1004780,P00199642,M,26-35,12,A,3,0,20262
1003792,P00074042,M,26-35,6,A,1,0,16254
1003808,P00046942,M,26-35,7,A,2,1,20548
1004088,P00074042,M,26-35,3,B,4+,1,4437
1004090,P00200142,M,55+,6,C,1,1,12394
1004448,P00074042,M,26-35,14,A,0,0,16694
1004448,P00203142,M,26-35,14,A,0,0,20907
1004834,P00250342,F,46-50,9,C,1,1,12148
1003808,P00231242,M,26-35,7,A,2,1,16895
1003808,P00288642,M,26-35,7,A,2,1,16722
1004116,P00124642,M,36-45,7,A,2,0,16811
1004118,P00064142,M,26-35,3,C,3,0,16162
1004472,P00255842,F,46-50,16,B,0,1,16201
1003512,P00072342,M,18-25,17,A,2,0,10706
1003830,P00312842,M,18-25,4,C,1,0,16476
1004150,P00246842,M,26-35,0,B,3,0,10223
1004490,P00298542,M,36-45,5,B,1,0,12877
1003524,P00255842,F,26-35,0,C,4+,0,16284
1003524,P00279442,F,26-35,0,C,4+,0,12611
1003524,P00301542,F,26-35,0,C,4+,0,12429
1003850,P00263542,M,18-25,3,B,0,0,16899
1004162,P00332442,F,26-35,14,B,3,0,16831
1004180,P00231242,M,55+,13,C,1,1,16136
1003558,P00028342,M,18-25,17,A,3,0,16307
1003866,P00263542,M,46-50,14,C,3,1,16915
1004186,P00288642,M,26-35,7,B,1,1,16138
1004508,P00115842,M,26-35,20,A,2,0,16227
1004510,P00298542,M,46-50,7,A,4+,1,8205
1004510,P00288742,M,46-50,7,A,4+,1,12237
1003574,P00054142,F,36-45,6,A,1,1,16882
1003894,P00031142,M,36-45,16,A,2,1,20823
1004538,P00115842,M,26-35,12,C,1,1,12903
1004568,P00298442,F,26-35,4,B,2,1,16438
1004578,P00300042,M,26-35,0,A,4+,0,16321
1003614,P00359142,M,26-35,0,B,2,1,12692
1003618,P00257442,M,55+,17,A,4+,1,12600
1003618,P00332442,M,55+,17,A,4+,1,12722
1003618,P00046942,M,55+,17,A,4+,1,8630
1003940,P00250342,M,36-45,20,B,3,1,12410
1003632,P00298442,M,51-55,11,C,4+,1,20166
1003638,P00263442,M,26-35,2,C,4+,0,8533
1003640,P00312842,M,36-45,7,C,2,1,12231
1003640,P00301542,M,36-45,7,C,2,1,8668
1003958,P00132442,M,46-50,7,C,1,0,8351
1003970,P00300042,F,26-35,2,C,2,1,4143
1004286,P00288742,M,36-45,17,C,0,0,8134
1004634,P00246942,M,51-55,20,B,1,1,12817
1003656,P00046942,F,46-50,5,C,3,1,12467
1002962,P00017842,M,36-45,3,A,2,0,16384
1002968,P00263542,F,18-25,0,A,2,0,4240
1002980,P00255842,M,46-50,7,C,4+,1,12645
1002986,P00327342,M,26-35,4,A,2,1,12184
1003340,P00279442,M,46-50,16,C,1,1,12223
1003346,P00174842,M,36-45,7,B,3,1,7894
1002594,P00255842,M,36-45,7,C,0,0,16815
1003380,P00339442,M,51-55,0,B,2,1,20388
1003386,P00288642,M,18-25,4,B,3,0,16568
1002168,P00309342,M,0-17,10,B,4+,0,20624
1002172,P00036442,M,18-25,20,B,2,0,12654
1002172,P00231242,M,18-25,20,B,2,0,8372
1002638,P00255842,M,26-35,14,B,2,0,16561
1003018,P00255842,M,36-45,0,B,0,0,16816
1003020,P00255842,F,36-45,7,B,0,0,16876
1003026,P00259942,F,18-25,4,B,1,0,8656
1003032,P00152542,M,26-35,0,A,1,1,20647
1003416,P00344542,M,26-35,12,B,4+,1,20264
1003420,P00001842,F,26-35,7,A,3,0,20683
1002220,P00255842,F,51-55,3,C,2,0,20275
1003060,P00279442,F,36-45,1,C,3,1,16502
1003062,P00255842,M,18-25,4,C,2,0,20937
1003478,P00200342,M,26-35,7,A,1,1,20166
1003482,P00339442,M,51-55,17,C,2,1,16306
1002712,P00255842,F,18-25,19,C,0,0,20740
1003080,P00031142,M,26-35,20,A,4+,1,16138
1003426,P00339442,M,26-35,20,B,1,0,20540
1003428,P00200342,M,46-50,1,C,4+,1,16834
1003430,P00086942,F,46-50,1,B,1,1,16293
1003430,P00174842,F,46-50,1,B,1,1,10462
1002262,P00261542,M,46-50,17,C,1,1,16193
1002266,P00259942,F,51-55,2,C,1,1,12145
1002752,P00254942,M,26-35,15,A,2,0,8189
1002756,P00255842,M,18-25,4,C,2,0,16882
1003118,P00312842,M,26-35,0,B,1,0,8214
1003464,P00263542,F,26-35,14,B,4+,1,12661
1003466,P00288642,M,26-35,14,B,1,0,20286
1003470,P00300042,M,36-45,17,C,1,0,12540
1002768,P00255842,M,26-35,17,A,1,0,16854
1003150,P00300042,F,26-35,3,C,4+,1,12847
1003158,P00325242,M,26-35,15,B,1,0,8746
1002780,P00255842,M,26-35,17,A,1,0,20430
1002786,P00288742,M,26-35,4,A,2,0,16414
1002796,P00312842,M,26-35,14,B,3,0,8343
1003168,P00279442,F,36-45,5,C,4+,1,12328
1003168,P00355642,F,36-45,5,C,4+,1,12267
1003182,P00207442,M,26-35,12,A,2,1,12163
1003182,P00231242,M,26-35,12,A,2,1,12359
1001982,P00231242,M,0-17,10,C,4+,0,8485
1002350,P00255842,M,18-25,4,C,1,1,20931
1002380,P00124642,M,26-35,4,A,0,1,12123
1002008,P00261542,M,26-35,3,C,0,0,20500
1002010,P00263542,M,18-25,4,B,0,0,12823
1002820,P00263542,F,36-45,0,A,2,0,16561
1003220,P00261542,M,36-45,7,B,0,1,16397
1003230,P00231242,M,36-45,16,A,0,0,12547
1002018,P00202342,M,36-45,16,B,1,0,20471
1002022,P00298442,M,26-35,7,C,1,0,16585
1002438,P00255842,M,36-45,1,A,2,0,20769
1002854,P00263442,F,18-25,4,B,1,0,4650
1002860,P00018542,M,36-45,17,A,2,0,20458
1002868,P00231242,M,36-45,12,B,3,0,4771
1003248,P00090542,F,26-35,7,B,3,0,16697
1003248,P00115842,F,26-35,7,B,3,0,8151
1002036,P00288642,F,26-35,14,B,1,0,4350
1002050,P00279442,F,36-45,3,C,2,0,12809
1002050,P00246842,F,36-45,3,C,2,0,7781
1002050,P00355642,F,36-45,3,C,2,0,16818
1002472,P00327342,M,26-35,18,A,1,1,12796
1002872,P00250342,M,26-35,20,B,1,0,12885
1002878,P00288642,F,51-55,20,A,2,1,16277
1003272,P00250342,M,36-45,0,B,1,0,16533
1003280,P00344542,M,26-35,7,B,1,0,12428
1002472,P00298442,M,26-35,18,A,1,1,12166
1002478,P00086942,M,51-55,1,A,0,0,12785
1002484,P00246842,M,46-50,5,B,0,0,13245
1002496,P00279442,M,51-55,1,B,1,0,12480
1002888,P00115842,M,26-35,14,B,2,1,16565
1003290,P00255842,M,26-35,14,A,1,0,20824
1002092,P00174842,M,55+,1,B,4+,1,7900
1002092,P00086942,M,55+,1,B,4+,1,12434
1002098,P00288642,M,36-45,20,A,0,1,16555
1002498,P00339442,M,55+,18,C,1,1,16338
1002498,P00199942,M,55+,18,C,1,1,16288
1002504,P00036442,M,26-35,7,A,2,1,20835
1002504,P00344542,M,26-35,7,A,2,1,12590
1002526,P00086942,M,55+,13,B,4+,1,16685
1002912,P00231242,F,18-25,4,A,2,0,4301
1003310,P00255842,M,46-50,14,C,0,1,20934
1002102,P00355642,M,26-35,11,B,3,0,16488
1002108,P00255842,M,0-17,10,C,1,0,20293
1002540,P00074042,F,46-50,6,B,3,1,16538
1002546,P00339442,F,55+,13,C,4+,0,16459
1002116,P00259942,M,18-25,4,B,4+,1,16845
1002116,P00300042,M,18-25,4,B,4+,1,16898
1002116,P00001842,M,18-25,4,B,4+,1,12475
1002124,P00064142,M,26-35,0,B,1,1,16589
1002556,P00115842,M,26-35,4,C,2,0,8481
1002938,P00255842,F,26-35,0,B,1,0,20824
1002942,P00174842,F,51-55,1,C,1,1,10366
1002952,P00261542,M,26-35,4,B,1,0,20357
1002962,P00086942,M,36-45,3,A,2,0,8498
1001530,P00288642,M,26-35,4,A,1,1,12104
1001556,P00255842,M,18-25,4,A,3,1,16546
1000524,P00300042,M,18-25,0,A,0,0,12299
1000524,P00001842,M,18-25,0,A,0,0,12680
1001200,P00298442,M,0-17,0,C,4+,0,16824
1001200,P00301542,M,0-17,0,C,4+,0,16409
1001200,P00263542,M,0-17,0,C,4+,0,20812
1000904,P00036442,M,36-45,20,B,4+,0,16429
1000904,P00300042,M,36-45,20,B,4+,0,20308
1001224,P00203842,M,51-55,13,B,4+,0,20460
1001224,P00199642,M,51-55,13,B,4+,0,20355
1001230,P00255842,M,26-35,11,B,2,0,20654
1001238,P00255842,F,36-45,20,A,1,0,4421
1001600,P00331842,M,36-45,7,B,1,1,16315
1000562,P00288642,M,36-45,20,C,2,0,16575
1000566,P00344542,M,26-35,17,A,3,0,12130
1000920,P00263542,M,18-25,4,C,4+,0,12620
1000926,P00255842,M,0-17,10,C,1,0,20309
1001244,P00370142,M,26-35,4,A,4+,1,20251
1001248,P00255842,F,36-45,20,B,4+,0,20744
1001606,P00255842,F,36-45,3,A,4+,0,20204
1001606,P00300042,F,36-45,3,A,4+,0,16368
1000578,P00255842,M,18-25,17,C,3,0,12625
1000588,P00115842,F,26-35,11,B,1,0,16575
1000954,P00255842,F,26-35,0,B,1,1,20430
1000624,P00203142,M,26-35,1,B,3,0,8611
1000970,P00302642,M,26-35,0,B,4+,1,16508
1000972,P00115842,M,46-50,1,A,3,0,20311
1000978,P00255842,M,18-25,0,C,1,0,16564
1001284,P00171042,M,46-50,16,A,1,1,16203
1001284,P00279442,M,46-50,16,A,1,1,12269
1000996,P00263542,M,26-35,17,A,4+,1,16884
1001008,P00255842,M,36-45,3,C,1,0,20869
1001306,P00250342,M,26-35,3,B,3,0,16221
1000664,P00325242,M,36-45,18,C,2,1,12787
1000668,P00288642,F,26-35,3,C,2,0,16771
1000668,P00255842,F,26-35,3,C,2,0,20674
1001022,P00263542,M,26-35,3,C,2,0,16403
1001680,P00255842,M,26-35,20,A,3,1,20654
1001680,P00163042,M,26-35,20,A,3,1,8210
1000682,P00331842,M,26-35,4,C,1,0,16718
1000702,P00115842,M,36-45,7,B,2,1,16883
1001038,P00327342,F,55+,15,C,2,1,20745
1001050,P00302642,M,26-35,1,B,1,0,12436
1001050,P00344542,M,26-35,1,B,1,0,12702
1001340,P00200042,M,26-35,7,A,2,0,4420
1001352,P00124642,M,36-45,20,B,2,0,12386
1000324,P00325242,M,36-45,17,B,0,1,8136
1000710,P00090542,M,26-35,20,A,4+,0,16368
1000714,P00263542,M,18-25,4,B,2,0,16903
1001068,P00263542,F,18-25,4,B,2,0,16788
1000734,P00279442,M,26-35,7,C,1,1,16898
1000746,P00064142,F,18-25,19,B,3,0,12867
1001088,P00259942,F,0-17,10,A,3,0,12625
1001388,P00036442,M,55+,20,C,2,1,20758
1000354,P00279442,M,36-45,1,A,1,0,12607
1000368,P00046942,M,26-35,0,C,1,0,20518
1000368,P00047742,M,26-35,0,C,1,0,16541
1000376,P00300042,M,36-45,1,C,4+,1,16933
1001112,P00052742,M,18-25,6,A,4+,0,8714
1001420,P00124642,M,18-25,4,C,3,0,20910
1001422,P00298542,M,36-45,17,B,3,0,12788
1000394,P00255842,M,18-25,0,C,1,0,16186
1000772,P00263542,M,18-25,12,C,2,0,12837
1000792,P00115842,M,26-35,17,B,2,0,20658
1001122,P00246942,M,55+,14,C,0,1,10309
1001448,P00263542,F,26-35,3,A,1,0,20853
1001448,P00288642,F,26-35,3,A,1,0,16927
1001448,P00359142,F,26-35,3,A,1,0,12602
1000802,P00255842,M,26-35,16,B,1,0,20959
1001140,P00174842,F,46-50,2,B,2,1,10364
1001142,P00124642,M,18-25,1,B,1,0,16859
1000442,P00012842,M,26-35,1,A,2,0,4723
1001146,P00074042,F,18-25,16,B,2,1,8079
1001150,P00124642,F,26-35,20,A,1,0,12763
1001150,P00332442,F,26-35,20,A,1,0,8377
1000854,P00255842,F,26-35,16,B,1,0,20597
1000854,P00344542,F,26-35,16,B,1,0,16475
1000854,P00231242,F,26-35,16,B,1,0,4392
1001170,P00298542,M,55+,3,A,2,1,16296
1000498,P00298442,M,36-45,17,A,1,0,12356
1005046,P00040942,M,26-35,16,A,0,0,8572
1005054,P00200142,M,36-45,2,B,0,0,12564
1005054,P00199642,M,36-45,2,B,0,0,16233
1005054,P00090542,M,36-45,2,B,0,0,16519
1005054,P00036442,M,36-45,2,B,0,0,16846
1005812,P00255842,F,26-35,7,A,1,1,20278
1005816,P00255842,M,26-35,0,C,4+,1,20897
1005824,P00001842,M,18-25,12,B,1,0,12701
1000166,P00124642,M,18-25,4,B,1,1,12551
1005074,P00023442,M,0-17,0,B,2,0,4637
1005074,P00046942,M,0-17,0,B,2,0,16186
1000186,P00250342,M,18-25,5,C,0,0,20903
1000188,P00246942,M,55+,16,C,2,0,10466
1000192,P00250342,M,18-25,1,B,2,0,16861
1005090,P00246942,F,36-45,19,B,3,1,13129
1005098,P00339442,M,51-55,7,C,4+,1,12746
1005100,P00199942,M,51-55,6,B,1,1,20489
1005868,P00255842,M,36-45,14,B,3,0,16414
1005874,P00298542,M,26-35,4,B,1,0,12699
1005878,P00036442,F,26-35,0,A,4+,1,20424
1005892,P00036442,M,46-50,2,C,4+,0,16212
1000272,P00279442,M,18-25,0,A,1,0,12252
1005126,P00255842,M,26-35,11,B,4+,0,20457
1005544,P00250342,M,26-35,15,B,4+,1,16184
1005922,P00036442,M,55+,3,C,3,0,16590
1000232,P00325242,M,26-35,20,A,1,1,4778
1005156,P00124642,M,18-25,14,A,1,1,16612
1005544,P00263542,M,26-35,15,B,4+,1,16379
1005548,P00255842,F,18-25,4,A,4+,0,16809
1005550,P00327342,M,36-45,15,B,2,0,20947
1005550,P00288642,M,36-45,15,B,2,0,20623
1005558,P00259942,M,0-17,10,B,2,0,16138
1005560,P00331842,F,36-45,17,C,4+,1,20227
1005564,P00339442,M,46-50,20,B,0,0,16569
1005942,P00036442,M,46-50,1,C,4+,0,16247
1005942,P00010142,M,46-50,1,C,4+,0,12395
1000270,P00284242,M,51-55,14,B,2,1,16447
1000270,P00355642,M,51-55,14,B,2,1,16359
1005954,P00277242,M,46-50,11,A,2,1,20308
1005956,P00031142,F,18-25,4,B,2,0,16265
1000306,P00255842,M,18-25,0,C,3,0,16525
1000308,P00261542,M,26-35,2,A,3,1,16190
1005226,P00031142,M,36-45,0,B,1,0,20168
1005230,P00115842,M,26-35,12,B,4+,0,12610
1005996,P00359142,F,26-35,0,B,1,1,12758
1005250,P00355642,M,51-55,6,B,4+,1,16677
1005636,P00255842,M,26-35,7,A,0,1,12572
1006010,P00285242,M,36-45,0,C,1,0,13140
1006012,P00263542,M,36-45,15,C,4+,1,12765
1004890,P00115842,F,26-35,1,C,1,0,20313
1005278,P00255842,F,26-35,7,B,1,0,12797
1006040,P00115842,M,26-35,6,B,2,0,16144
1004898,P00203142,M,26-35,1,B,1,1,16891
1004906,P00124642,M,51-55,17,B,1,1,16654
1005306,P00259942,F,26-35,17,B,4+,0,16479
1004938,P00298442,F,18-25,4,A,3,1,16878
1005682,P00327342,M,18-25,0,B,2,0,16758
1005682,P00058742,M,18-25,0,B,2,0,12553
1005686,P00202342,M,55+,16,A,1,1,4833
1005686,P00200342,M,55+,16,A,1,1,8076
1000044,P00355642,M,46-50,17,B,3,1,8780
1000048,P00174842,M,26-35,4,B,3,1,7736
1004950,P00255842,M,26-35,16,A,1,1,16540
1004950,P00263442,M,26-35,16,A,1,1,12375
1004962,P00300042,M,26-35,6,B,1,0,16159
1005700,P00263542,F,18-25,14,C,1,0,16385
1005720,P00255842,M,26-35,0,A,0,0,20322
1005720,P00288742,M,26-35,0,A,0,0,16889
1000058,P00115842,M,26-35,2,B,3,0,20403
1004994,P00255842,M,46-50,17,B,4+,0,20462
1005368,P00115842,F,26-35,17,C,1,0,20370
1005738,P00298442,M,26-35,12,A,1,1,12441
1005740,P00255842,M,26-35,1,B,1,0,12710
1005744,P00174842,F,26-35,4,A,2,0,10609
1005394,P00040942,M,18-25,0,A,2,0,8482
1000128,P00115842,M,55+,6,A,1,1,20872
1000130,P00115842,M,36-45,17,B,3,1,16722
1005026,P00028342,M,26-35,17,B,1,1,4086
1005036,P00263442,M,36-45,7,B,1,1,12481
1004344,P00280342,M,26-35,1,A,4+,0,8475
1004344,P00331842,M,26-35,1,A,4+,0,16183
1003410,P00018542,M,36-45,1,B,3,1,20552
1003410,P00259942,M,36-45,1,B,3,1,8693
1003414,P00259942,M,26-35,17,C,1,1,20805
1003416,P00028342,M,26-35,12,B,4+,1,12361
1003698,P00255842,M,26-35,7,B,0,0,20836
1004018,P00360542,F,46-50,20,C,2,1,16482
1004030,P00302642,M,36-45,7,B,3,1,16454
1004356,P00261542,M,36-45,16,C,0,1,16927
1003422,P00288642,M,26-35,5,B,2,0,8778
1003716,P00001842,M,18-25,12,B,3,1,20566
1003720,P00259942,M,46-50,7,C,1,0,16376
1004042,P00298442,M,36-45,15,B,3,1,16359
1004386,P00327342,M,26-35,5,B,1,0,12429
1003464,P00298542,F,26-35,14,B,4+,1,16709
1003464,P00302642,F,26-35,14,B,4+,1,16453
1003746,P00355642,M,26-35,5,B,0,1,16364
1004060,P00255842,M,26-35,18,C,2,1,20168
1004404,P00124642,M,26-35,1,B,1,0,16643
1004406,P00255842,M,26-35,16,B,2,1,20668
1004406,P00331842,M,26-35,16,B,2,1,16446
1004414,P00263442,M,26-35,4,C,2,0,8397
1003472,P00255842,M,26-35,6,C,2,1,20912
1003476,P00311342,M,51-55,0,B,2,1,12899
1004072,P00255842,M,51-55,6,B,4+,0,20719
1004072,P00261542,M,51-55,6,B,4+,0,16785
1004078,P00036442,M,26-35,15,C,0,0,12659
1004082,P00255842,M,26-35,20,B,4+,0,16515
1003490,P00017842,M,26-35,0,C,4+,1,12495
1003498,P00124642,M,26-35,17,C,3,0,20548
1003778,P00284942,M,26-35,0,B,4+,1,4835
1003792,P00301542,M,26-35,6,A,1,0,12512
1004086,P00250342,F,0-17,10,B,2,0,20658
1004088,P00284242,M,26-35,3,B,4+,1,20921
1004090,P00331842,M,55+,6,C,1,1,12234
1004436,P00301542,M,26-35,12,C,1,0,16618
1003504,P00255842,M,18-25,7,B,1,0,16318
1003504,P00263542,M,18-25,7,B,1,0,12291
1003514,P00046942,M,18-25,12,C,1,0,16757
1003792,P00284942,M,26-35,6,A,1,0,12440
1003792,P00355542,M,26-35,6,A,1,0,8092
1003796,P00331842,M,46-50,14,C,4+,1,16356
1003808,P00298542,M,26-35,7,A,2,1,12178
1003808,P00332442,M,26-35,7,A,2,1,12780
1003808,P00074042,M,26-35,7,A,2,1,12119
1004116,P00031142,M,36-45,7,A,2,0,12874
1004448,P00261542,M,26-35,14,A,0,0,20841
1004448,P00152542,M,26-35,14,A,0,0,16740
1004448,P00263442,M,26-35,14,A,0,0,20791
1003518,P00255842,F,18-25,7,A,2,0,20783
1003532,P00255842,F,36-45,14,B,1,0,20929
1004144,P00174842,M,18-25,4,C,3,0,13051
1004144,P00064442,M,18-25,4,C,3,0,7907
1004480,P00031142,M,26-35,0,B,1,0,16676
1004482,P00360542,F,36-45,1,A,1,0,20655
1004482,P00074042,F,36-45,1,A,1,0,12649
1004482,P00031142,F,36-45,1,A,1,0,12480
1003830,P00284242,M,18-25,4,C,1,0,16827
1004154,P00355642,M,26-35,1,C,0,1,16665
1004162,P00359142,F,26-35,14,B,3,0,16821
1004170,P00255842,M,46-50,7,C,4+,1,20451
1003224,P00052742,F,26-35,14,A,3,1,12706
1003562,P00288642,F,26-35,6,B,4+,0,16546
1003562,P00163042,F,26-35,6,B,4+,0,12148
1003252,P00263442,M,51-55,0,C,2,1,8807
1003860,P00298442,M,46-50,17,C,0,0,12600
1003864,P00288742,M,51-55,20,C,0,1,16883
1003878,P00246942,M,36-45,16,B,4+,0,10392
1004232,P00255842,F,36-45,20,B,0,1,20815
1004238,P00047742,M,36-45,16,B,3,0,16347
1003280,P00288642,M,26-35,7,B,1,0,12244
1003292,P00200342,F,51-55,6,B,3,0,12240
1003610,P00203042,M,18-25,6,B,4+,0,4398
1003618,P00163042,M,55+,17,A,4+,1,12265
1003892,P00359142,M,26-35,20,A,0,0,8783
1004238,P00255842,M,36-45,16,B,3,0,20870
1004252,P00332442,F,36-45,3,B,3,0,12346
1003308,P00002342,F,18-25,20,B,3,1,4498
1003620,P00325242,M,26-35,7,A,1,0,8823
1003628,P00279442,M,26-35,7,B,4+,0,16354
1003634,P00355642,M,51-55,1,C,0,1,8423
1003916,P00331842,M,26-35,4,A,2,1,20289
1003930,P00090542,M,55+,3,C,0,1,20225
1004268,P00203142,F,46-50,20,B,3,0,16548
1004274,P00074042,F,46-50,1,C,3,1,8692
1003314,P00250342,M,26-35,7,C,2,0,12886
1003332,P00298442,M,26-35,7,B,2,1,20174
1003658,P00115842,F,26-35,7,C,4+,0,20663
1003934,P00263442,M,26-35,0,B,2,0,8073
1003336,P00288742,M,36-45,17,B,2,1,12101
1003342,P00279442,F,26-35,5,C,1,0,12219
1003962,P00302642,F,55+,0,A,4+,0,16578
1003970,P00302642,F,26-35,2,C,2,1,8374
1004312,P00002342,M,26-35,18,A,0,1,12166
1003380,P00298542,M,51-55,0,B,2,1,16432
1003690,P00359142,M,18-25,0,B,2,0,8223
1003992,P00259942,M,26-35,4,B,1,0,16642
1004322,P00255842,F,51-55,6,B,1,0,20929
1001856,P00202342,M,55+,7,C,3,1,20549
1001860,P00115842,M,55+,16,C,1,0,16875
1001866,P00298442,M,26-35,7,A,4+,1,16303
1001874,P00115842,M,46-50,7,B,3,1,12273
1002176,P00255842,M,0-17,19,B,1,0,16365
1003044,P00298442,M,36-45,16,C,1,1,16571
1003062,P00279442,M,18-25,4,C,2,0,16229
1001884,P00203142,M,46-50,20,B,1,1,16527
1002212,P00355542,M,18-25,4,A,2,1,8500
1003084,P00309342,M,26-35,16,B,1,1,20513
1002236,P00312842,M,0-17,10,C,0,0,8765
1002236,P00325242,M,0-17,10,C,0,0,12566
1002752,P00298442,M,26-35,15,A,2,0,12640
1003098,P00203842,M,26-35,4,A,1,1,16637
1003102,P00255842,M,26-35,12,C,3,1,20451
1003118,P00031142,M,26-35,0,B,1,0,12431
1001922,P00261542,F,26-35,7,B,4+,0,16350
1002266,P00255842,F,51-55,2,C,1,1,20944
1002286,P00263442,M,36-45,17,C,3,0,16618
1002288,P00090542,M,0-17,10,B,2,0,20515
1002298,P00255842,M,36-45,17,C,4+,0,20953
1002786,P00255842,M,26-35,4,A,2,0,20581
1002788,P00174842,M,55+,1,B,0,1,12856
1002800,P00301542,F,18-25,4,C,1,0,4133
1002800,P00255842,F,18-25,4,C,1,0,20351
1002802,P00255842,M,36-45,20,B,2,0,16321
1003128,P00199842,M,18-25,2,B,3,0,16168
1001944,P00250342,F,18-25,4,C,1,0,12132
1002304,P00312842,M,46-50,12,B,2,1,16219
1002316,P00124642,M,36-45,0,B,0,0,16550
1002812,P00255842,M,26-35,17,B,3,0,20949
1003142,P00255842,M,26-35,20,B,0,0,16836
1003144,P00325242,F,26-35,7,C,1,0,16754
1003154,P00300042,F,26-35,4,A,0,0,12766
1002832,P00259942,M,26-35,17,B,4+,0,8667
1003200,P00031142,F,26-35,1,B,4+,0,16389
1003202,P00359142,F,18-25,4,A,1,0,12536
1003224,P00250342,F,26-35,14,A,3,1,16311
1003224,P00254942,F,26-35,14,A,3,1,16357
1001988,P00250342,F,26-35,1,B,2,0,12378
1002376,P00263442,M,26-35,1,A,3,0,12565
1002408,P00255842,F,46-50,1,C,2,1,20357
1002408,P00288642,F,46-50,1,C,2,1,16793
1002860,P00254942,M,36-45,17,A,2,0,16434
1002860,P00288642,M,36-45,17,A,2,0,12807
1002872,P00255842,M,26-35,20,B,1,0,16822
1002436,P00279442,M,26-35,7,B,2,0,12480
1002440,P00288642,M,51-55,17,C,1,1,16796
1002888,P00255842,M,26-35,14,B,2,1,12288
1001710,P00255842,M,18-25,0,A,3,0,20927
1001710,P00263442,M,18-25,0,A,3,0,12250
1001714,P00115842,M,26-35,17,C,0,1,20416
1002040,P00255842,F,26-35,7,C,3,0,20386
1002466,P00115842,M,26-35,15,B,4+,0,20960
1002472,P00344542,M,26-35,18,A,1,1,12183
1002896,P00250342,M,18-25,14,B,0,0,16622
1002898,P00072342,M,18-25,4,B,4+,0,10438
1002904,P00250342,M,26-35,4,C,3,0,16407
